id  |               frame_id               | camera_id  |          captured_at          | x1  | y1  | x2  | y2  | confidence 
 642 | 90fa83a3-d1a0-451f-afdf-1e629885948c | cam-tcp-01 | 2026-06-15 04:13:01.604308+00 | 581 | 352 | 639 | 479 |     0.7688
 641 | 90fa83a3-d1a0-451f-afdf-1e629885948c | cam-tcp-01 | 2026-06-15 04:13:01.604308+00 |   7 |  83 | 627 | 479 |      0.866
 640 | 1bafd468-c31c-45f5-9ad8-98eb702818eb | cam-tcp-01 | 2026-06-15 04:13:01.41163+00  | 582 | 350 | 639 | 479 |     0.8209
 639 | 1bafd468-c31c-45f5-9ad8-98eb702818eb | cam-tcp-01 | 2026-06-15 04:13:01.41163+00  |   9 |  83 | 626 | 479 |     0.8611
 638 | 74a0fa4d-cf1b-4529-afe0-8a7c1fdd4b2c | cam-tcp-01 | 2026-06-15 04:13:01.201091+00 | 582 | 349 | 639 | 480 |     0.8102
 637 | 74a0fa4d-cf1b-4529-afe0-8a7c1fdd4b2c | cam-tcp-01 | 2026-06-15 04:13:01.201091+00 |   6 |  83 | 630 | 479 |     0.8785
 636 | 867f2cc5-a20f-4ccf-a750-e060109f2079 | cam-tcp-01 | 2026-06-15 04:13:01.001412+00 | 582 | 352 | 639 | 479 |     0.8274
 635 | 867f2cc5-a20f-4ccf-a750-e060109f2079 | cam-tcp-01 | 2026-06-15 04:13:01.001412+00 |   4 |  83 | 629 | 479 |     0.8646
 634 | 9e430525-5631-41b4-98b1-008dd0e75367 | cam-tcp-01 | 2026-06-15 04:13:00.778759+00 | 578 | 350 | 639 | 480 |     0.7932
 633 | 9e430525-5631-41b4-98b1-008dd0e75367 | cam-tcp-01 | 2026-06-15 04:13:00.778759+00 |   5 |  82 | 628 | 479 |     0.8497
 631 | 780f9397-6fbf-4bf6-a989-533019ac594b | cam-tcp-01 | 2026-06-15 04:13:00.575921+00 |   8 |  82 | 633 | 479 |     0.8669
 632 | 780f9397-6fbf-4bf6-a989-533019ac594b | cam-tcp-01 | 2026-06-15 04:13:00.575921+00 | 575 | 349 | 639 | 479 |     0.7802
 630 | 9b4c8cad-7440-411e-acad-4f8c2c9dd912 | cam-tcp-01 | 2026-06-15 04:13:00.372187+00 | 574 | 351 | 639 | 479 |     0.6242
 629 | 9b4c8cad-7440-411e-acad-4f8c2c9dd912 | cam-tcp-01 | 2026-06-15 04:13:00.372187+00 |   1 |  82 | 626 | 479 |     0.8749
 628 | 23509dc9-a1bf-4863-b771-497f20c56256 | cam-tcp-01 | 2026-06-15 04:13:00.177699+00 | 569 | 350 | 639 | 479 |     0.6745
 627 | 23509dc9-a1bf-4863-b771-497f20c56256 | cam-tcp-01 | 2026-06-15 04:13:00.177699+00 |   5 |  81 | 621 | 479 |     0.8595
 625 | 809bf1c3-9ea0-4250-bd80-2e060a4fd95a | cam-tcp-01 | 2026-06-15 04:12:59.967285+00 |   7 |  81 | 628 | 479 |     0.8708
 626 | 809bf1c3-9ea0-4250-bd80-2e060a4fd95a | cam-tcp-01 | 2026-06-15 04:12:59.967285+00 | 571 | 349 | 639 | 479 |     0.6311
 624 | 8ebc1d14-9843-486f-b62b-b521c1d85365 | cam-tcp-01 | 2026-06-15 04:12:59.780325+00 | 570 | 348 | 639 | 479 |     0.7126
 623 | 8ebc1d14-9843-486f-b62b-b521c1d85365 | cam-tcp-01 | 2026-06-15 04:12:59.780325+00 |   1 |  81 | 627 | 479 |     0.8588
 622 | 72ea4b7b-e708-41e6-b7db-802fe3a2467f | cam-tcp-01 | 2026-06-15 04:12:59.580406+00 | 572 | 348 | 639 | 479 |     0.6221
 621 | 72ea4b7b-e708-41e6-b7db-802fe3a2467f | cam-tcp-01 | 2026-06-15 04:12:59.580406+00 |   6 |  81 | 623 | 479 |     0.8706
 620 | 0f94de1f-1212-4f30-9397-fca762c3ae67 | cam-tcp-01 | 2026-06-15 04:12:59.38094+00  | 573 | 347 | 639 | 480 |     0.7466
 619 | 0f94de1f-1212-4f30-9397-fca762c3ae67 | cam-tcp-01 | 2026-06-15 04:12:59.38094+00  |   7 |  84 | 630 | 479 |     0.8797
 618 | f3bd0fd5-8b28-4531-b4b0-a20371602d92 | cam-tcp-01 | 2026-06-15 04:12:59.147696+00 | 573 | 348 | 639 | 479 |      0.744
 617 | f3bd0fd5-8b28-4531-b4b0-a20371602d92 | cam-tcp-01 | 2026-06-15 04:12:59.147696+00 |  13 |  81 | 629 | 479 |     0.8632
 616 | f3dd3207-bcd3-4a63-a888-54564e0e76d9 | cam-tcp-01 | 2026-06-15 04:12:58.962932+00 | 577 | 346 | 639 | 480 |     0.7495
 615 | f3dd3207-bcd3-4a63-a888-54564e0e76d9 | cam-tcp-01 | 2026-06-15 04:12:58.962932+00 |   8 |  82 | 622 | 479 |     0.8637
 614 | 13f295f1-b1ba-40a6-a9b0-76ee07ab2141 | cam-tcp-01 | 2026-06-15 04:12:58.746403+00 | 574 | 349 | 639 | 479 |     0.7778
 613 | 13f295f1-b1ba-40a6-a9b0-76ee07ab2141 | cam-tcp-01 | 2026-06-15 04:12:58.746403+00 |   3 |  80 | 606 | 479 |     0.8592
 612 | 298d0342-3173-4fe9-94c6-a25ef7cf449f | cam-tcp-01 | 2026-06-15 04:12:58.576992+00 | 573 | 348 | 639 | 479 |     0.7189
 611 | 298d0342-3173-4fe9-94c6-a25ef7cf449f | cam-tcp-01 | 2026-06-15 04:12:58.576992+00 |  41 |  83 | 575 | 479 |     0.8191
 610 | 0bfafa5c-3e98-4bc0-8e2a-06011d4605c5 | cam-tcp-01 | 2026-06-15 04:12:58.34227+00  | 576 | 347 | 639 | 479 |     0.7687
 609 | 0bfafa5c-3e98-4bc0-8e2a-06011d4605c5 | cam-tcp-01 | 2026-06-15 04:12:58.34227+00  |  22 |  79 | 583 | 479 |      0.844
 608 | 4a0fb9b0-d43e-49f2-91a3-1a7008b8fefa | cam-tcp-01 | 2026-06-15 04:12:58.136192+00 | 573 | 350 | 639 | 479 |     0.7699
 607 | 4a0fb9b0-d43e-49f2-91a3-1a7008b8fefa | cam-tcp-01 | 2026-06-15 04:12:58.136192+00 |   7 |  81 | 575 | 479 |      0.836
 606 | e246d418-5639-490b-8b19-a2a3a8e32028 | cam-tcp-01 | 2026-06-15 04:12:57.936846+00 | 571 | 351 | 639 | 479 |     0.7879
 605 | e246d418-5639-490b-8b19-a2a3a8e32028 | cam-tcp-01 | 2026-06-15 04:12:57.936846+00 |  21 |  86 | 550 | 479 |     0.9079
 604 | 45e406da-9859-421c-a430-f4162f5b975a | cam-tcp-01 | 2026-06-15 04:12:57.746964+00 | 568 | 351 | 639 | 479 |     0.7374
 603 | 45e406da-9859-421c-a430-f4162f5b975a | cam-tcp-01 | 2026-06-15 04:12:57.746964+00 |  15 |  86 | 556 | 479 |      0.913
 601 | a51b0de7-b757-4e94-85b2-57753f0f8d6e | cam-tcp-01 | 2026-06-15 04:12:57.542627+00 |  21 |  86 | 573 | 479 |     0.8897
 602 | a51b0de7-b757-4e94-85b2-57753f0f8d6e | cam-tcp-01 | 2026-06-15 04:12:57.542627+00 | 567 | 352 | 639 | 479 |     0.7749
 600 | e80b4750-2b6e-4f11-a2a8-d3790176b683 | cam-tcp-01 | 2026-06-15 04:12:57.339383+00 | 565 | 350 | 639 | 479 |     0.7152
 599 | e80b4750-2b6e-4f11-a2a8-d3790176b683 | cam-tcp-01 | 2026-06-15 04:12:57.339383+00 |  28 |  85 | 568 | 479 |     0.8709
 598 | a5a686ba-47d8-4aba-9ff7-87252e0c5cdc | cam-tcp-01 | 2026-06-15 04:12:57.139112+00 | 563 | 349 | 639 | 478 |     0.7067
 597 | a5a686ba-47d8-4aba-9ff7-87252e0c5cdc | cam-tcp-01 | 2026-06-15 04:12:57.139112+00 |   3 |  90 | 574 | 479 |     0.8477
 596 | 8c5d7714-5c4b-44b8-a414-38cff30fe8ce | cam-tcp-01 | 2026-06-15 04:12:56.936625+00 | 568 | 350 | 639 | 479 |      0.755
 595 | 8c5d7714-5c4b-44b8-a414-38cff30fe8ce | cam-tcp-01 | 2026-06-15 04:12:56.936625+00 |  17 |  90 | 572 | 479 |     0.8447
 594 | 291f15fd-7de4-4a6d-874e-b1a0bd1947d8 | cam-tcp-01 | 2026-06-15 04:12:56.732025+00 | 568 | 354 | 639 | 479 |      0.755
 593 | 291f15fd-7de4-4a6d-874e-b1a0bd1947d8 | cam-tcp-01 | 2026-06-15 04:12:56.732025+00 |  26 |  89 | 576 | 479 |     0.8651
 592 | 8b51fa19-b09f-403b-96b4-ba7f77dd4d97 | cam-tcp-01 | 2026-06-15 04:12:56.53046+00  | 559 | 360 | 639 | 479 |     0.6253
 591 | 8b51fa19-b09f-403b-96b4-ba7f77dd4d97 | cam-tcp-01 | 2026-06-15 04:12:56.53046+00  |  33 |  91 | 581 | 479 |      0.847
 590 | 2b2d9c10-bca4-427c-985b-aae931295e8b | cam-tcp-01 | 2026-06-15 04:12:56.329723+00 | 574 | 360 | 639 | 479 |     0.7263
 589 | 2b2d9c10-bca4-427c-985b-aae931295e8b | cam-tcp-01 | 2026-06-15 04:12:56.329723+00 |  59 |  91 | 578 | 479 |     0.8485
 588 | 7531e514-cd12-4c84-9d28-7364c68ffe62 | cam-tcp-01 | 2026-06-15 04:12:56.127972+00 | 575 | 357 | 639 | 479 |     0.7155
 587 | 7531e514-cd12-4c84-9d28-7364c68ffe62 | cam-tcp-01 | 2026-06-15 04:12:56.127972+00 |  69 |  90 | 582 | 479 |     0.7461
 585 | 09376276-b1ca-480f-9c15-6e972c96af61 | cam-tcp-01 | 2026-06-15 04:12:55.925649+00 |  82 |  94 | 584 | 479 |     0.7761
 586 | 09376276-b1ca-480f-9c15-6e972c96af61 | cam-tcp-01 | 2026-06-15 04:12:55.925649+00 | 574 | 346 | 639 | 479 |     0.7423
 583 | 6bc75ad2-2e2b-4020-8de6-b5b6bc92522d | cam-tcp-01 | 2026-06-15 04:12:55.740355+00 |  77 |  93 | 585 | 479 |     0.7859
 584 | 6bc75ad2-2e2b-4020-8de6-b5b6bc92522d | cam-tcp-01 | 2026-06-15 04:12:55.740355+00 | 577 | 344 | 639 | 479 |     0.7805
 582 | 4349a6e5-8c2d-4c4c-99f5-de1ed38f4659 | cam-tcp-01 | 2026-06-15 04:12:55.537011+00 | 579 | 340 | 639 | 479 |     0.7541
 581 | 4349a6e5-8c2d-4c4c-99f5-de1ed38f4659 | cam-tcp-01 | 2026-06-15 04:12:55.537011+00 |  70 |  94 | 588 | 479 |     0.8051
 580 | cd11334f-40c4-4f6e-b046-cf5a6be72bd2 | cam-tcp-01 | 2026-06-15 04:12:55.336479+00 |  70 |  94 | 594 | 479 |     0.8122
 579 | 4389b525-da61-4614-91dd-074d5546ffe8 | cam-tcp-01 | 2026-06-15 04:12:55.133621+00 |  73 |  93 | 589 | 479 |     0.7858
 578 | f92a0ea4-d653-4c5d-82a5-26ee39f77075 | cam-tcp-01 | 2026-06-15 04:12:54.932485+00 |  82 |  93 | 589 | 479 |     0.8311
 577 | 8f055581-8006-45c7-a698-2146d5830232 | cam-tcp-01 | 2026-06-15 04:12:54.730592+00 |  74 |  92 | 586 | 479 |     0.7782
 576 | a69c89b1-7cc6-49ba-a09e-bc88b0c9254e | cam-tcp-01 | 2026-06-15 04:12:54.52687+00  |  80 |  94 | 581 | 479 |     0.7997
 575 | e9c43502-614a-44e0-a14f-c561d4b57992 | cam-tcp-01 | 2026-06-15 04:12:54.31739+00  |  75 |  91 | 586 | 479 |     0.7966
 574 | c09b8500-8600-4222-bff6-efc988db466f | cam-tcp-01 | 2026-06-15 04:12:54.116307+00 |  68 |  93 | 595 | 479 |     0.8072
 573 | 357f8f6b-e4bc-4204-b859-b6d1eec4a2d1 | cam-tcp-01 | 2026-06-15 04:12:53.922818+00 | 575 | 346 | 639 | 479 |      0.751
 572 | 357f8f6b-e4bc-4204-b859-b6d1eec4a2d1 | cam-tcp-01 | 2026-06-15 04:12:53.922818+00 |  60 |  92 | 583 | 479 |     0.8185
 571 | e134165e-e71e-49bd-a293-c1261f77ec53 | cam-tcp-01 | 2026-06-15 04:12:53.72362+00  |  79 |  93 | 584 | 479 |     0.8111
 570 | e134165e-e71e-49bd-a293-c1261f77ec53 | cam-tcp-01 | 2026-06-15 04:12:53.72362+00  | 563 | 348 | 639 | 479 |     0.8278
 569 | 89cbed44-3ac1-41f1-8dc0-57b4aaca9953 | cam-tcp-01 | 2026-06-15 04:12:53.561208+00 | 554 | 350 | 639 | 479 |     0.8328
 568 | 89cbed44-3ac1-41f1-8dc0-57b4aaca9953 | cam-tcp-01 | 2026-06-15 04:12:53.561208+00 |  58 |  95 | 598 | 479 |     0.8563
 567 | bf00cc6f-a39f-4e54-9ede-f30f67ebbd78 | cam-tcp-01 | 2026-06-15 04:12:53.305594+00 |  80 |  90 | 582 | 479 |      0.821
 566 | bf00cc6f-a39f-4e54-9ede-f30f67ebbd78 | cam-tcp-01 | 2026-06-15 04:12:53.305594+00 | 549 | 347 | 639 | 479 |     0.8327
 565 | 8f5778c5-e419-4a8b-b7b5-3d43d0ef6b70 | cam-tcp-01 | 2026-06-15 04:12:53.103273+00 |  74 |  91 | 594 | 479 |     0.8128
 564 | 8f5778c5-e419-4a8b-b7b5-3d43d0ef6b70 | cam-tcp-01 | 2026-06-15 04:12:53.103273+00 | 548 | 347 | 639 | 479 |     0.8308
 563 | 84690114-a878-446b-ac5f-61ef0779f3dc | cam-tcp-01 | 2026-06-15 04:12:52.898602+00 | 558 | 343 | 639 | 479 |     0.6356
 562 | 84690114-a878-446b-ac5f-61ef0779f3dc | cam-tcp-01 | 2026-06-15 04:12:52.898602+00 |  92 |  91 | 581 | 479 |     0.8332
 560 | b1c94c0e-a9ab-4058-a876-213b65470ffc | cam-tcp-01 | 2026-06-15 04:12:52.702519+00 |  53 |  93 | 582 | 479 |     0.7956
 561 | b1c94c0e-a9ab-4058-a876-213b65470ffc | cam-tcp-01 | 2026-06-15 04:12:52.702519+00 | 561 | 340 | 639 | 479 |     0.7487
 559 | 8f9fbecf-9b14-4081-93f1-3fb973e7fa4d | cam-tcp-01 | 2026-06-15 04:12:52.499918+00 | 561 | 340 | 639 | 479 |     0.7749
 558 | 8f9fbecf-9b14-4081-93f1-3fb973e7fa4d | cam-tcp-01 | 2026-06-15 04:12:52.499918+00 |  52 |  93 | 580 | 479 |     0.8449
 557 | be397e7f-196d-474c-998f-c00b96718c90 | cam-tcp-01 | 2026-06-15 04:12:52.296659+00 | 561 | 343 | 639 | 479 |     0.8006
 556 | be397e7f-196d-474c-998f-c00b96718c90 | cam-tcp-01 | 2026-06-15 04:12:52.296659+00 |  91 |  95 | 582 | 479 |     0.8129
 554 | 906533e4-aec1-4689-ba51-616492a6be56 | cam-tcp-01 | 2026-06-15 04:12:52.094709+00 |  75 |  90 | 585 | 479 |      0.838
 555 | 906533e4-aec1-4689-ba51-616492a6be56 | cam-tcp-01 | 2026-06-15 04:12:52.094709+00 | 560 | 345 | 639 | 479 |     0.7355
 553 | 11cd7113-0cf7-4dd2-a272-a4eb8aaa3a14 | cam-tcp-01 | 2026-06-15 04:12:51.898688+00 | 557 | 344 | 639 | 479 |     0.7672
 552 | 11cd7113-0cf7-4dd2-a272-a4eb8aaa3a14 | cam-tcp-01 | 2026-06-15 04:12:51.898688+00 |  78 |  91 | 583 | 479 |     0.8341
 551 | 2bf026bb-f65b-4342-b61f-84e367421e56 | cam-tcp-01 | 2026-06-15 04:12:51.698782+00 | 557 | 344 | 640 | 480 |     0.7651
 550 | 2bf026bb-f65b-4342-b61f-84e367421e56 | cam-tcp-01 | 2026-06-15 04:12:51.698782+00 |  69 |  92 | 582 | 479 |     0.8292
 549 | 618f46f8-29da-4d3a-9ad5-d3f0b379b2b5 | cam-tcp-01 | 2026-06-15 04:12:51.498297+00 | 550 | 340 | 640 | 480 |      0.753
 548 | 618f46f8-29da-4d3a-9ad5-d3f0b379b2b5 | cam-tcp-01 | 2026-06-15 04:12:51.498297+00 |  72 |  91 | 578 | 479 |     0.8344
 547 | 2c0216bc-efb3-4ab8-a2ea-96016bbf2463 | cam-tcp-01 | 2026-06-15 04:12:51.285643+00 |  80 |  91 | 582 | 479 |      0.795
 546 | 2c0216bc-efb3-4ab8-a2ea-96016bbf2463 | cam-tcp-01 | 2026-06-15 04:12:51.285643+00 | 550 | 333 | 639 | 479 |     0.8678
 545 | 03d58822-cd80-427d-b27b-0a798c3cc4c8 | cam-tcp-01 | 2026-06-15 04:12:51.088834+00 |  77 |  91 | 588 | 479 |     0.8498
 544 | 03d58822-cd80-427d-b27b-0a798c3cc4c8 | cam-tcp-01 | 2026-06-15 04:12:51.088834+00 | 551 | 332 | 639 | 479 |     0.8538
 543 | 0620f9f9-dc74-47e7-a5e4-5f2bb5c233af | cam-tcp-01 | 2026-06-15 04:12:50.873499+00 |  92 |  95 | 599 | 479 |     0.6189
 542 | 0620f9f9-dc74-47e7-a5e4-5f2bb5c233af | cam-tcp-01 | 2026-06-15 04:12:50.873499+00 | 552 | 333 | 639 | 479 |     0.7565
 541 | 05d74cd8-7088-43a3-9b00-bd7cef84a50f | cam-tcp-01 | 2026-06-15 04:12:50.663636+00 | 567 | 333 | 639 | 479 |     0.8155
 540 | 05d74cd8-7088-43a3-9b00-bd7cef84a50f | cam-tcp-01 | 2026-06-15 04:12:50.663636+00 |  67 |  91 | 583 | 479 |     0.8285
 538 | 5199b665-0d0e-49c6-9aa2-9481e3360828 | cam-tcp-01 | 2026-06-15 04:12:50.479118+00 |  72 |  93 | 593 | 479 |     0.8347
 539 | 5199b665-0d0e-49c6-9aa2-9481e3360828 | cam-tcp-01 | 2026-06-15 04:12:50.479118+00 | 572 | 339 | 639 | 479 |     0.7965
 537 | 43c1f95a-4365-4fad-9c85-ec2ed347fbfa | cam-tcp-01 | 2026-06-15 04:12:50.276419+00 |  78 |  91 | 594 | 479 |     0.8424
 536 | 6bb676df-4737-4064-8a1a-8106334dd892 | cam-tcp-01 | 2026-06-15 04:12:50.072286+00 |  52 |  88 | 581 | 479 |     0.8591
 535 | 19ae4a2d-9eb7-4c60-8bc1-8d2b8390b628 | cam-tcp-01 | 2026-06-15 04:12:49.87299+00  |  67 |  91 | 582 | 479 |     0.8279
 534 | 991abf06-6eee-4f30-b854-cb4dc92d9961 | cam-tcp-01 | 2026-06-15 04:12:49.668835+00 |  66 |  89 | 582 | 479 |     0.8572
 533 | 957b5f92-b656-4f49-9d44-1798af00fd75 | cam-tcp-01 | 2026-06-15 04:12:49.466855+00 |  76 |  88 | 579 | 479 |     0.8471
 532 | 772a1176-89ca-4d90-8204-d886259ce447 | cam-tcp-01 | 2026-06-15 04:12:49.257212+00 |  68 |  89 | 583 | 479 |     0.8201
 531 | fa58442a-ebf6-4c6c-98c9-8114d16c223c | cam-tcp-01 | 2026-06-15 04:12:49.063069+00 |  84 |  90 | 586 | 479 |     0.8065
 530 | f9a62cc2-2bff-4e51-9464-7fe4d667ec42 | cam-tcp-01 | 2026-06-15 04:12:48.863833+00 |  65 |  88 | 584 | 479 |     0.7731
 529 | 8a5d3053-f740-4323-8994-198198d4cd41 | cam-tcp-01 | 2026-06-15 04:12:48.666492+00 |  89 |  87 | 590 | 479 |     0.7275
 528 | 8179979f-e0fc-43c8-a9c4-8ce8a53deb6a | cam-tcp-01 | 2026-06-15 04:12:48.464654+00 |  37 |  87 | 591 | 479 |       0.84
 527 | de933330-debd-41de-b11c-1b1c95af7cbc | cam-tcp-01 | 2026-06-15 04:12:48.264352+00 |  39 |  84 | 588 | 479 |     0.8488
 526 | 3367cd64-d5bb-488a-9240-e2d1da523b55 | cam-tcp-01 | 2026-06-15 04:12:48.058486+00 |  78 |  86 | 573 | 479 |      0.835
 525 | 13565311-77d7-4bd8-9827-710c61a93672 | cam-tcp-01 | 2026-06-15 04:12:47.847976+00 |  41 |  85 | 568 | 479 |     0.7785
 524 | 30e292f7-0c81-4076-888b-034d95963813 | cam-tcp-01 | 2026-06-15 04:12:47.64163+00  |  11 |  85 | 582 | 479 |     0.8424
 523 | 6f66a2a2-7454-41b9-9dd8-f2bbc6e83000 | cam-tcp-01 | 2026-06-15 04:12:47.43319+00  |  31 |  84 | 588 | 479 |      0.856
 522 | 7cc12ce9-e6b4-4799-9aa9-ad193933c9fc | cam-tcp-01 | 2026-06-15 04:12:47.223759+00 |  24 |  85 | 601 | 479 |     0.8611
 521 | 416af7a0-3658-40ef-9f19-519f675329c8 | cam-tcp-01 | 2026-06-15 04:12:47.021592+00 |  24 |  85 | 605 | 479 |     0.8822
 520 | 15b31333-66f7-4cae-b820-6bbbd5e6dbd1 | cam-tcp-01 | 2026-06-15 04:12:46.816129+00 |  17 |  87 | 607 | 479 |     0.8938
 519 | 5a3ee775-62eb-4d1a-81a0-caa897099186 | cam-tcp-01 | 2026-06-15 04:12:46.628111+00 |   9 |  86 | 609 | 479 |     0.8961
 518 | 84dc213c-1367-4d7c-a812-3441dda2a95d | cam-tcp-01 | 2026-06-15 04:12:46.436058+00 |   6 |  85 | 607 | 479 |     0.8834
 517 | f140e749-3ace-45b0-b795-dae6818612cc | cam-tcp-01 | 2026-06-15 04:12:46.231605+00 |   8 |  85 | 607 | 479 |     0.9081
 516 | 88670ea2-e93e-442a-bc9e-1d23e2d09df1 | cam-tcp-01 | 2026-06-15 04:12:46.010297+00 |   4 |  85 | 613 | 479 |     0.8952
 515 | 61df4836-726d-4044-8a5b-9101b2b73321 | cam-tcp-01 | 2026-06-15 04:12:45.807748+00 |   9 |  85 | 610 | 479 |     0.8922
 514 | 71217893-748a-474d-b0ff-90126933a7ba | cam-tcp-01 | 2026-06-15 04:12:45.611837+00 |  32 |  84 | 611 | 479 |     0.8845
 513 | 8c2c4e14-521f-4d28-a01d-0d69ec704322 | cam-tcp-01 | 2026-06-15 04:12:45.390704+00 |   2 |  85 | 606 | 479 |     0.8796
 512 | 42406382-fcf2-4e17-9606-59d8c98b001d | cam-tcp-01 | 2026-06-15 04:12:45.187459+00 |  17 |  87 | 605 | 479 |     0.8758
 511 | dffd64f3-d26e-4af8-a85a-34d2ef5d034c | cam-tcp-01 | 2026-06-15 04:12:44.985487+00 |  31 |  87 | 615 | 479 |     0.8871
 510 | 25335671-ec0e-4c5e-883b-a36586774dd9 | cam-tcp-01 | 2026-06-15 04:12:44.782738+00 |   8 |  86 | 611 | 479 |     0.9018
 509 | 1470a962-60d6-4b7a-b33c-6a7e5cd6c216 | cam-tcp-01 | 2026-06-15 04:12:44.590613+00 |   7 |  85 | 617 | 479 |     0.9113
 508 | 99d28555-3854-46b7-bcff-47453b61f012 | cam-tcp-01 | 2026-06-15 04:12:44.380015+00 |  10 |  87 | 620 | 479 |     0.9035
 507 | d3d7ebdf-95b2-4f20-8195-872da2f2d638 | cam-tcp-01 | 2026-06-15 04:12:44.180792+00 |  40 |  85 | 624 | 479 |     0.8989
 506 | 14c69e94-67a0-4a8f-af87-a002f18fecb6 | cam-tcp-01 | 2026-06-15 04:12:43.980116+00 |  44 |  85 | 621 | 479 |     0.9146
 505 | e8f79e48-615e-4ac1-afcb-6de224b2a1fa | cam-tcp-01 | 2026-06-15 04:12:43.779718+00 |  35 |  83 | 619 | 479 |     0.8927
 504 | 22da1adb-4a4d-49b8-9656-44b380eddf49 | cam-tcp-01 | 2026-06-15 04:12:43.574869+00 |  38 |  88 | 617 | 479 |     0.8453
 503 | c2b8e229-7af9-46f3-8b84-dd993688d820 | cam-tcp-01 | 2026-06-15 04:12:43.373343+00 |  39 |  84 | 617 | 479 |     0.8766
 502 | 0b1c639b-3156-410e-b676-260c85b4d704 | cam-tcp-01 | 2026-06-15 04:12:43.173258+00 |  15 |  84 | 619 | 479 |     0.8447
 501 | e44584d1-68b6-486f-8498-0483ecc5a69e | cam-tcp-01 | 2026-06-15 04:12:42.971533+00 |   9 |  84 | 610 | 479 |      0.889
 500 | 67504732-dcae-43ca-86d3-077231642e4b | cam-tcp-01 | 2026-06-15 04:12:42.769385+00 |  11 |  85 | 611 | 479 |     0.8691
 499 | 38fd9bf1-b5e3-44e6-9a94-40da5f5d7cfd | cam-tcp-01 | 2026-06-15 04:12:42.568718+00 |  29 |  85 | 616 | 479 |     0.8818
 498 | 65ee9c0f-4165-4483-b67e-2bcac3863447 | cam-tcp-01 | 2026-06-15 04:12:42.387677+00 |   6 |  85 | 612 | 479 |     0.8924
 497 | ca65c9ae-1981-4409-a931-931821b3c438 | cam-tcp-01 | 2026-06-15 04:12:42.178076+00 |  18 |  87 | 616 | 479 |     0.8913
 496 | a122e206-928b-4bd7-ba7b-e56576438192 | cam-tcp-01 | 2026-06-15 04:12:41.978921+00 |   9 |  85 | 611 | 479 |     0.8901
 495 | 8d887f0c-3a0e-4728-9aaa-33886af411d8 | cam-tcp-01 | 2026-06-15 04:12:41.774643+00 |  10 |  85 | 611 | 479 |     0.8874
 494 | ea894522-ec38-4dce-ab74-30fcf7e06b1c | cam-tcp-01 | 2026-06-15 04:12:41.573149+00 |  11 |  85 | 609 | 479 |     0.8922
 493 | 775f665f-4b8a-446e-bff1-e0ae4ed7253a | cam-tcp-01 | 2026-06-15 04:12:41.371041+00 |   6 |  86 | 610 | 479 |      0.896
 492 | c376c5c2-371b-43ea-94c8-de861912041c | cam-tcp-01 | 2026-06-15 04:12:41.17137+00  |   8 |  85 | 608 | 480 |     0.9021
 491 | 7650b826-409b-4786-bc86-be76e76c6a0d | cam-tcp-01 | 2026-06-15 04:12:40.980835+00 |   2 |  84 | 604 | 479 |      0.899
 490 | afb288b9-d0d9-4676-8953-1c1f5f318d49 | cam-tcp-01 | 2026-06-15 04:12:40.750332+00 |   7 |  83 | 613 | 479 |     0.8845
 489 | 80af0411-b3ec-4ad1-b22d-b174f6a57f66 | cam-tcp-01 | 2026-06-15 04:12:40.547442+00 |  32 |  84 | 613 | 479 |     0.8745
 488 | 5690de1b-2162-4979-96a4-82ac83013345 | cam-tcp-01 | 2026-06-15 04:12:40.348778+00 |  26 |  84 | 611 | 479 |     0.8793
 487 | 214a4dab-2611-4d22-9c3a-c3628cdca736 | cam-tcp-01 | 2026-06-15 04:12:40.141333+00 |  31 |  84 | 611 | 479 |     0.8831
 486 | 1b397219-0f72-4bc1-8725-8813d5d4ab3f | cam-tcp-01 | 2026-06-15 04:12:39.956086+00 |   7 |  85 | 606 | 479 |     0.8892
 485 | 46f4202a-361f-482b-b03e-96d782008ca3 | cam-tcp-01 | 2026-06-15 04:12:39.73927+00  |   5 |  86 | 607 | 479 |     0.8976
 484 | 2d4cd1f1-5e50-44b4-923c-a881a3dd14de | cam-tcp-01 | 2026-06-15 04:12:39.553473+00 |   7 |  85 | 606 | 479 |     0.8915
 483 | ee60a0d8-9afb-4caa-95dc-183086472f1b | cam-tcp-01 | 2026-06-15 04:12:39.351041+00 |  15 |  85 | 607 | 479 |     0.8829
 482 | 47447585-6da6-459b-881e-b998dda11343 | cam-tcp-01 | 2026-06-15 04:12:39.14768+00  |  20 |  83 | 614 | 479 |     0.8903
 481 | ca532eeb-753b-4a73-bedf-0f98438570b7 | cam-tcp-01 | 2026-06-15 04:12:38.949548+00 |  10 |  86 | 615 | 479 |     0.8995
 480 | 4cddedb3-35b1-4f08-ba8b-a4c8e616f0a6 | cam-tcp-01 | 2026-06-15 04:12:38.72881+00  |  32 |  83 | 611 | 479 |     0.8991
 479 | 41e751a4-014b-4fb2-8cce-a63e7c1a2a5f | cam-tcp-01 | 2026-06-15 04:12:38.533708+00 |   6 |  85 | 612 | 479 |     0.8921
 478 | 6d261a08-cfff-450c-b6f6-aef22d327447 | cam-tcp-01 | 2026-06-15 04:12:38.324716+00 |   3 |  83 | 616 | 479 |     0.9038
